OriginalAddress,AddressNumber,StreetName,StreetNamePostType,IntersectionSeparator,SecondStreetName,StreetNamePostDirectional,Recipient,StreetNamePreType,Unable to parse,OccupancyIdentifier,AddressNumberSuffix,StreetNamePreDirectional
68X AURORA AV ,68X,AURORA,AV,,,,,,,,,
42X MARSHALL AV ,42X,MARSHALL,AV,,,,,,,,,
47X MARION ST ,47X,MARION,ST,,,,,,,,,
28X MACKUBIN ST ,28X,MACKUBIN,ST,,,,,,,,,
77X FULLER AV ,77X,FULLER,AV,,,,,,,,,
AVON ST N & SUMMIT,,AVON,ST,&,SUMMIT,N,,,,,,
93X CONCORDIA AV ,93X,CONCORDIA,AV,,,,,,,,,
92X HAGUE AV ,92X,HAGUE,AV,,,,,,,,,
54X CENTRAL AV W,54X,CENTRAL,AV,,,W,,,,,,
59X ASHLAND AV ,59X,ASHLAND,AV,,,,,,,,,
36X FULLER AV ,36X,FULLER,AV,,,,,,,,,
28X RAVOUX ST ,28X,RAVOUX,ST,,,,,,,,,
56X UNIVERSITY AV W,56X,UNIVERSITY,AV,,,W,,,,,,
NINA ST  & SUMMIT,,NINA,ST,&,SUMMIT,,,,,,,
40X SELBY AV ,40X,SELBY,AV,,,,,,,,,
28X ARUNDEL ST ,28X,ARUNDEL,ST,,,,,,,,,
25X SELBY AV ,25X,SELBY,AV,,,,,,,,,
15X DALE ST N,15X,DALE,ST,,,N,,,,,,
40X SELBY AV ,40X,SELBY,AV,,,,,,,,,
AURORA AV  & AVON,,AURORA,AV,&,AVON,,,,,,,
55X CENTRAL AV W,55X,CENTRAL,AV,,,W,,,,,,
72X CONCORDIA AV ,72X,CONCORDIA,AV,,,,,,,,,
29X SELBY AV ,29X,SELBY,AV,,,,,,,,,
89X CARROLL AV ,89X,CARROLL,AV,,,,,,,,,
56X PORTLAND AV ,56X,PORTLAND,AV,,,,,,,,,
SELBY AV  & VIRGINIA,,SELBY,AV,&,VIRGINIA,,,,,,,
DALE ST N & LAUREL,,DALE,ST,&,LAUREL,N,,,,,,
67X AURORA AV ,67X,AURORA,AV,,,,,,,,,
79X SUMMIT AV ,79X,SUMMIT,AV,,,,,,,,,
59X HOLLY AV ,59X,HOLLY,AV,,,,,,,,,
65X IGLEHART AV ,65X,IGLEHART,AV,,,,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
31X DALE ST N,31X,DALE,ST,,,N,,,,,,
45X DAYTON AV ,45X,DAYTON,AV,,,,,,,,,
56X LAUREL AV ,56X,LAUREL,AV,,,,,,,,,
DALE ST N & SELBY,,DALE,ST,&,SELBY,N,,,,,,
71X HAGUE AV ,71X,HAGUE,AV,,,,,,,,,
75X FULLER AV ,75X,FULLER,AV,,,,,,,,,
AURORA AV  & MARION,,AURORA,AV,&,MARION,,,,,,,
48X ASHLAND AV ,48X,ASHLAND,AV,,,,,,,,,
60X UNIVERSITY AV W,60X,UNIVERSITY,AV,,,W,,,,,,
68X HAGUE AV ,68X,HAGUE,AV,,,,,,,,,
56X LAUREL AV ,56X,LAUREL,AV,,,,,,,,,
76X ASHLAND AV ,76X,ASHLAND,AV,,,,,,,,,
40X SELBY AV ,40X,SELBY,AV,,,,,,,,,
37X LEXINGTON PA N,37X,LEXINGTON,PA,,,N,,,,,,
27X DAYTON AV ,27X,DAYTON,AV,,,,,,,,,
CARROLL AV  & VICTORIA,,CARROLL,AV,&,VICTORIA,,,,,,,
104X HAGUE AV ,104X,HAGUE,AV,,,,,,,,,
55X DAYTON AV ,55X,DAYTON,AV,,,,,,,,,
DAYTON AV  & MILTON,,DAYTON,AV,&,MILTON,,,,,,,
SELBY AV  & VIRGINIA,,SELBY,AV,&,VIRGINIA,,,,,,,
DALE ST N & STANTHONY,,DALE,ST,&,STANTHONY,N,,,,,,
LEXINGTON PA N & SUMMIT,,,,,,,LEXINGTON PA N & SUMMIT,,,,,
16X WESTERN AV N,16X,WESTERN,AV,,,N,,,,,,
16X WESTERN AV N,16X,WESTERN,AV,,,N,,,,,,
31X DALE ST N,31X,DALE,ST,,,N,,,,,,
47X MARION ST ,47X,MARION,ST,,,,,,,,,
92X AURORA AV ,92X,AURORA,AV,,,,,,,,,
52X SELBY AV ,52X,SELBY,AV,,,,,,,,,
9X DALE ST N,9X,DALE,ST,,,N,,,,,,
38X CHATSWORTH ST N,38X,CHATSWORTH,ST,,,N,,,,,,
FULLER AV  & WESTERN,,FULLER,AV,&,WESTERN,,,,,,,
48X CARROLL AV ,48X,CARROLL,AV,,,,,,,,,
40X SELBY AV ,40X,SELBY,AV,,,,,,,,,
46X DALE ST N,46X,DALE,ST,,,N,,,,,,
27X LEXINGTON PA N,27X,LEXINGTON,PA,,,N,,,,,,
60X SELBY AV ,60X,SELBY,AV,,,,,,,,,
39X FARRINGTON ST ,39X,FARRINGTON,ST,,,,,,,,,
69X MARSHALL AV ,69X,MARSHALL,AV,,,,,,,,,
46X LEXINGTON PA N,46X,LEXINGTON,PA,,,N,,,,,,
88X STANTHONY AV ,88X,STANTHONY,AV,,,,,,,,,
65X DAYTON AV ,65X,DAYTON,AV,,,,,,,,,
23X DAYTON AV ,23X,DAYTON,AV,,,,,,,,,
52X SELBY AV ,52X,SELBY,AV,,,,,,,,,
54X UNIVERSITY AV W,54X,UNIVERSITY,AV,,,W,,,,,,
38X VIRGINIA ST ,38X,VIRGINIA,ST,,,,,,,,,
87X SUMMIT AV ,87X,SUMMIT,AV,,,,,,,,,
39X SELBY AV ,39X,SELBY,AV,,,,,,,,,
23X MARSHALL AV ,23X,MARSHALL,AV,,,,,,,,,
30X RAVOUX ST ,30X,RAVOUX,ST,,,,,,,,,
DALE ST N & SELBY,,DALE,ST,&,SELBY,N,,,,,,
SELBY AV  & VICTORIA,,SELBY,AV,&,VICTORIA,,,,,,,
SELBY AV  & WESTERN,,SELBY,AV,&,WESTERN,,,,,,,
LAUREL AV  & MACKUBIN,,LAUREL,AV,&,MACKUBIN,,,,,,,
44X GALTIER ST ,44X,GALTIER,ST,,,,,,,,,
28X RAVOUX ST ,28X,RAVOUX,ST,,,,,,,,,
70X HOLLY AV ,70X,HOLLY,AV,,,,,,,,,
60X PORTLAND AV ,60X,PORTLAND,AV,,,,,,,,,
61X UNIVERSITY AV W,61X,UNIVERSITY,AV,,,W,,,,,,
44X GALTIER ST ,44X,GALTIER,ST,,,,,,,,,
41X ASHLAND AV ,41X,ASHLAND,AV,,,,,,,,,
39X FARRINGTON ST ,39X,FARRINGTON,ST,,,,,,,,,
LEXINGTON PA N & STANTHONY,,LEXINGTON,PA,&,STANTHONY,N,,,,,,
73X STANTHONY AV ,73X,STANTHONY,AV,,,,,,,,,
31X DALE ST N,31X,DALE,ST,,,N,,,,,,
60X UNIVERSITY AV W,60X,UNIVERSITY,AV,,,W,,,,,,
37X SELBY AV ,37X,SELBY,AV,,,,,,,,,
102X ASHLAND AV ,102X,ASHLAND,AV,,,,,,,,,
37X SELBY AV ,37X,SELBY,AV,,,,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
62X DAYTON AV ,62X,DAYTON,AV,,,,,,,,,
62X DAYTON AV ,62X,DAYTON,AV,,,,,,,,,
40X SELBY AV ,40X,SELBY,AV,,,,,,,,,
27X LEXINGTON PA N,27X,LEXINGTON,PA,,,N,,,,,,
20X VIRGINIA ST ,20X,VIRGINIA,ST,,,,,,,,,
37X SELBY AV ,37X,SELBY,AV,,,,,,,,,
STALBANS ST N & SUMMIT,,STALBANS,ST,&,SUMMIT,N,,,,,,
101X STANTHONY AV ,101X,STANTHONY,AV,,,,,,,,,
42X LAUREL AV ,42X,LAUREL,AV,,,,,,,,,
70X HOLLY AV ,70X,HOLLY,AV,,,,,,,,,
44X GALTIER ST ,44X,GALTIER,ST,,,,,,,,,
49X SELBY AV ,49X,SELBY,AV,,,,,,,,,
SELBY AV  & WESTERN,,SELBY,AV,&,WESTERN,,,,,,,
49X SELBY AV ,49X,SELBY,AV,,,,,,,,,
13X WESTERN AV N,13X,WESTERN,AV,,,N,,,,,,
45X MARSHALL AV ,45X,MARSHALL,AV,,,,,,,,,
SELBY AV  & WESTERN,,SELBY,AV,&,WESTERN,,,,,,,
50X HOLLY AV ,50X,HOLLY,AV,,,,,,,,,
36X FULLER AV ,36X,FULLER,AV,,,,,,,,,
65X ASHLAND AV ,65X,ASHLAND,AV,,,,,,,,,
40X HOLLY AV ,40X,HOLLY,AV,,,,,,,,,
35X UNIVERSITY AV W,35X,UNIVERSITY,AV,,,W,,,,,,
CENTRAL AV W & WESTERN,,,,,,,CENTRAL AV W & WESTERN,,,,,
27X WESTERN AV N,27X,WESTERN,AV,,,N,,,,,,
10XX FULLER AV ,10XX,FULLER,AV,,,,,,,,,
46X MARSHALL AV ,46X,MARSHALL,AV,,,,,,,,,
38X OXFORD ST N,38X,OXFORD,ST,,,N,,,,,,
70X HOLLY AV ,70X,HOLLY,AV,,,,,,,,,
ASHLAND AV  & DALE,,ASHLAND,AV,&,DALE,,,,,,,
57X SELBY AV ,57X,SELBY,AV,,,,,,,,,
47X SELBY AV ,47X,SELBY,AV,,,,,,,,,
47X MARION ST ,47X,MARION,ST,,,,,,,,,
32X UNIVERSITY AV W,32X,UNIVERSITY,AV,,,W,,,,,,
60X CENTRAL AV W,60X,CENTRAL,AV,,,W,,,,,,
97X ASHLAND AV ,97X,ASHLAND,AV,,,,,,,,,
16X NINA ST ,16X,NINA,ST,,,,,,,,,
14X NINA ST ,14X,NINA,ST,,,,,,,,,
46X DAYTON AV ,46X,DAYTON,AV,,,,,,,,,
DALE ST N & SELBY,,DALE,ST,&,SELBY,N,,,,,,
44X MARSHALL AV ,44X,MARSHALL,AV,,,,,,,,,
78X FULLER AV ,78X,FULLER,AV,,,,,,,,,
76X HOLLY AV ,76X,HOLLY,AV,,,,,,,,,
62X SELBY AV ,62X,SELBY,AV,,,,,,,,,
21X MACKUBIN ST ,21X,MACKUBIN,ST,,,,,,,,,
99X IGLEHART AV ,99X,IGLEHART,AV,,,,,,,,,
44X GALTIER ST ,44X,GALTIER,ST,,,,,,,,,
91X CENTRAL AV W,91X,CENTRAL,AV,,,W,,,,,,
48X MARSHALL AV ,48X,MARSHALL,AV,,,,,,,,,
87X PORTLAND AV ,87X,PORTLAND,AV,,,,,,,,,
DALE ST N & HAGUE,,DALE,ST,&,HAGUE,N,,,,,,
AURORA AV  & CHATSWORTH,,AURORA,AV,&,CHATSWORTH,,,,,,,
61X ASHLAND AV ,61X,ASHLAND,AV,,,,,,,,,
31X DALE ST N,31X,DALE,ST,,,N,,,,,,
26X MACKUBIN ST ,26X,MACKUBIN,ST,,,,,,,,,
33X SUMMIT AV ,33X,SUMMIT,AV,,,,,,,,,
ARUNDEL ST  & MARSHALL,,ARUNDEL,ST,&,MARSHALL,,,,,,,
33X SUMMIT AV ,33X,SUMMIT,AV,,,,,,,,,
37X OXFORD ST N,37X,OXFORD,ST,,,N,,,,,,
DALE ST N & LAUREL,,DALE,ST,&,LAUREL,N,,,,,,
28X DAYTON AV ,28X,DAYTON,AV,,,,,,,,,
110X UNIVERSITY AV W,110X,UNIVERSITY,AV,,,W,,,,,,
27X LEXINGTON PA N,27X,LEXINGTON,PA,,,N,,,,,,
46X MACKUBIN ST ,46X,MACKUBIN,ST,,,,,,,,,
40X LEXINGTON PA N,40X,LEXINGTON,PA,,,N,,,,,,
AURORA AV  & MACKUBIN,,AURORA,AV,&,MACKUBIN,,,,,,,
31X DALE ST N,31X,DALE,ST,,,N,,,,,,
40X SELBY AV ,40X,SELBY,AV,,,,,,,,,
87X SUMMIT AV ,87X,SUMMIT,AV,,,,,,,,,
40X DAYTON AV ,40X,DAYTON,AV,,,,,,,,,
23X DAYTON AV ,23X,DAYTON,AV,,,,,,,,,
41X MARSHALL AV ,41X,MARSHALL,AV,,,,,,,,,
55X PORTLAND AV ,55X,PORTLAND,AV,,,,,,,,,
15X DALE ST N,15X,DALE,ST,,,N,,,,,,
20X WESTERN AV N,20X,WESTERN,AV,,,N,,,,,,
66X DAYTON AV ,66X,DAYTON,AV,,,,,,,,,
DAYTON AV  & FARRINGTON,,DAYTON,AV,&,FARRINGTON,,,,,,,
52X HOLLY AV ,52X,HOLLY,AV,,,,,,,,,
14X VIRGINIA ST ,14X,VIRGINIA,ST,,,,,,,,,
65X DAYTON AV ,65X,DAYTON,AV,,,,,,,,,
22X OXFORD ST N,22X,OXFORD,ST,,,N,,,,,,
MACKUBIN ST  & SELBY,,MACKUBIN,ST,&,SELBY,,,,,,,
104X CENTRAL AV W,104X,CENTRAL,AV,,,W,,,,,,
AURORA AV  & STALBANS,,AURORA,AV,&,STALBANS,,,,,,,
40X SELBY AV ,40X,SELBY,AV,,,,,,,,,
DALE ST N & STANTHONY,,DALE,ST,&,STANTHONY,N,,,,,,
82X AURORA AV ,82X,AURORA,AV,,,,,,,,,
60X UNIVERSITY AV W,60X,UNIVERSITY,AV,,,W,,,,,,
15X DALE ST N,15X,DALE,ST,,,N,,,,,,
37X SELBY AV ,37X,SELBY,AV,,,,,,,,,
79X MARSHALL AV ,79X,MARSHALL,AV,,,,,,,,,
93X CONCORDIA AV ,93X,CONCORDIA,AV,,,,,,,,,
LEXINGTON PA N & SELBY,,,,,,,LEXINGTON PA N & SELBY,,,,,
104X CENTRAL AV W,104X,CENTRAL,AV,,,W,,,,,,
CONCORDIA AV  & WESTERN,,CONCORDIA,AV,&,WESTERN,,,,,,,
80X SELBY AV ,80X,SELBY,AV,,,,,,,,,
30X RAVOUX ST ,30X,RAVOUX,ST,,,,,,,,,
83X UNIVERSITY AV W,83X,UNIVERSITY,AV,,,W,,,,,,
24X AURORA AV ,24X,AURORA,AV,,,,,,,,,
ASHLAND AV  & VICTORIA,,ASHLAND,AV,&,VICTORIA,,,,,,,
9X DALE ST N,9X,DALE,ST,,,N,,,,,,
9X KENT ST ,9X,KENT,ST,,,,,,,,,
97X AURORA AV ,97X,AURORA,AV,,,,,,,,,
58X STANTHONY AV ,58X,STANTHONY,AV,,,,,,,,,
9X DALE ST N,9X,DALE,ST,,,N,,,,,,
41X AURORA AV ,41X,AURORA,AV,,,,,,,,,
57X UNIVERSITY AV W,57X,UNIVERSITY,AV,,,W,,,,,,
39X FARRINGTON ST ,39X,FARRINGTON,ST,,,,,,,,,
79X MARSHALL AV ,79X,MARSHALL,AV,,,,,,,,,
61X LAUREL AV ,61X,LAUREL,AV,,,,,,,,,
3XX SMITH AV N,3XX,SMITH,AV,,,N,,,,,,
11X DOUGLAS ST ,11X,DOUGLAS,ST,,,,,,,,,
36X VIEW ST ,36X,VIEW,ST,,,,,,,,,
75X PALACE AV ,75X,PALACE,AV,,,,,,,,,
125X 7 ST W,125X,7,ST,,,W,,,,,,
24X ERIE ST ,24X,ERIE,ST,,,,,,,,,
7 ST W & VICTORIA,,,,,,,,,7 ST W & VICTORIA,,,
75X RANDOLPH AV ,75X,RANDOLPH,AV,,,,,,,,,
151X 7 ST W,151X,7,ST,,,W,,,,,,
39X PLEASANT AV ,39X,PLEASANT,AV,,,,,,,,,
78X RANDOLPH AV ,78X,RANDOLPH,AV,,,,,,,,,
21X 7 ST W,21X,7,ST,,,W,,,,,,
107X PLEASANT AV ,107X,PLEASANT,AV,,,,,,,,,
28X SMITH AV N,28X,SMITH,AV,,,N,,,,,,
9X WESTERN AV S,9X,WESTERN,AV,,,S,,,,,,
9X WESTERN AV S,9X,WESTERN,AV,,,S,,,,,,
RANDOLPH AV  & SHEPARD,,,,,,,RANDOLPH AV & SHEPARD,,,,,
36X DALY ST ,36X,DALY,ST,,,,,,,,,
74X JAMES AV ,74X,JAMES,AV,,,,,,,,,
OSCEOLA AV S & STCLAIR,,,,,,,OSCEOLA AV S & STCLAIR,,,,,
RANDOLPH AV  & VIEW,,,,,,,RANDOLPH AV & VIEW,,,,,
79X JUNO AV ,79X,JUNO,AV,,,,,,,,,
33X SMITH AV N,33X,SMITH,AV,,,N,,,,,,
108X MONTREAL AV ,108X,MONTREAL,AV,,,,,,,,,
74X JUNO AV ,74X,JUNO,AV,,,,,,,,,
33X SMITH AV N,33X,SMITH,AV,,,N,,,,,,
56X 7 ST W,56X,7,ST,,,W,,,,,,
100X 7 ST W,100X,7,ST,,,W,,,,,,
125X 7 ST W,125X,7,ST,,,W,,,,,,
108X MONTREAL AV ,108X,MONTREAL,AV,,,,,,,,,
173X 7 ST W,173X,7,ST,,,W,,,,,,
106X MONTREAL AV ,106X,MONTREAL,AV,,,,,,,,,
139X 7 ST W,139X,7,ST,,,W,,,,,,
20X WILKIN ST ,20X,WILKIN,ST,,,,,,,,,
87X 7 ST W,87X,7,ST,,,W,,,,,,
CHESTNUT ST  & HILL,,CHESTNUT,ST,&,HILL,,,,,,,
97X JAMES AV ,97X,JAMES,AV,,,,,,,,,
33X SMITH AV N,33X,SMITH,AV,,,N,,,,,,
7 ST W & PALACE,,,,,,,,,7 ST W & PALACE,,,
RANDOLPH AV  & VIEW,,,,,,,RANDOLPH AV & VIEW,,,,,
17X 7 ST W,17X,7,ST,,,W,,,,,,
46X 7 ST W,46X,7,ST,,,W,,,,,,
93X RANDOLPH AV ,93X,RANDOLPH,AV,,,,,,,,,
20X WILKIN ST ,20X,WILKIN,ST,,,,,,,,,
73X MERCER ST ,73X,MERCER,ST,,,,,,,,,
28X NUGENT ST ,28X,NUGENT,ST,,,,,,,,,
33X SMITH AV N,33X,SMITH,AV,,,N,,,,,,
BENSON AV  & DEALTON,,BENSON,AV,&,DEALTON,,,,,,,
78X PALACE AV ,78X,PALACE,AV,,,,,,,,,
RANDOLPH AV  & SHEPARD,,,,,,,RANDOLPH AV & SHEPARD,,,,,
135X 7 ST W,135X,7,ST,,,W,,,,,,
72X ARMSTRONG AV ,72X,ARMSTRONG,AV,,,,,,,,,
24X 7 ST W,24X,7,ST,,,W,,,,,,
96X BAYARD AV ,96X,BAYARD,AV,,,,,,,,,
5X RANDOLPH AV ,5X,RANDOLPH,AV,,,,,,,,,
ELWAY ST  & SHEPARD,,ELWAY,ST,&,SHEPARD,,,,,,,
16X MCBOAL ST ,16X,MCBOAL,ST,,,,,,,,,
87X 7 ST W,87X,7,ST,,,W,,,,,,
ELWAY ST  & SHEPARD,,ELWAY,ST,&,SHEPARD,,,,,,,
33X SMITH AV N,33X,SMITH,AV,,,N,,,,,,
55X 7 ST W,55X,7,ST,,,W,,,,,,
63X 7 ST W,63X,7,ST,,,W,,,,,,
112X 7 ST W,112X,7,ST,,,W,,,,,,
7 ST W & OTTO,,,,,,,,,7 ST W & OTTO,,,
29X 7 ST W,29X,7,ST,,,W,,,,,,
53X 7 ST W,53X,7,ST,,,W,,,,,,
53X 7 ST W,53X,7,ST,,,W,,,,,,
99X 7 ST W,99X,7,ST,,,W,,,,,,
90X TUSCARORA AV ,90X,TUSCARORA,AV,,,,,,,,,
7 ST W & STCLAIR,,,,,,,,,7 ST W & STCLAIR,,,
34X SMITH AV N,34X,SMITH,AV,,,N,,,,,,
OSCEOLA AV S & STCLAIR,,,,,,,OSCEOLA AV S & STCLAIR,,,,,
34X SMITH AV N,34X,SMITH,AV,,,N,,,,,,
32X GOODRICH AV ,32X,GOODRICH,AV,,,,,,,,,
151X 7 ST W,151X,7,ST,,,W,,,,,,
142X 7 ST W,142X,7,ST,,,W,,,,,,
60X PALACE AV ,60X,PALACE,AV,,,,,,,,,
74X TUSCARORA AV ,74X,TUSCARORA,AV,,,,,,,,,
96X BAYARD AV ,96X,BAYARD,AV,,,,,,,,,
43X GOODHUE ST ,43X,GOODHUE,ST,,,,,,,,,
56X RANDOLPH AV ,56X,RANDOLPH,AV,,,,,,,,,
21X 7 ST W,21X,7,ST,,,W,,,,,,
ELWAY ST  & SHEPARD,,ELWAY,ST,&,SHEPARD,,,,,,,
35X VIEW ST ,35X,VIEW,ST,,,,,,,,,
76X JAMES AV ,76X,JAMES,AV,,,,,,,,,
24X CLIFF ST ,24X,CLIFF,ST,,,,,,,,,
JUNO AV  & MILTON,,,,,,,JUNO AV & MILTON,,,,,
5X WILKIN ST ,5X,WILKIN,ST,,,,,,,,,
79X RANDOLPH AV ,79X,RANDOLPH,AV,,,,,,,,,
40X 7 ST W,40X,7,ST,,,W,,,,,,
33X SMITH AV N,33X,SMITH,AV,,,N,,,,,,
54X SUPERIOR ST ,54X,SUPERIOR,ST,,,,,,,,,
198X 7 ST W,198X,7,ST,,,W,,,,,,
ELWAY ST  & SHEPARD,,ELWAY,ST,&,SHEPARD,,,,,,,
112X 7 ST W,112X,7,ST,,,W,,,,,,
90X 7 ST W,90X,7,ST,,,W,,,,,,
PALACE AV  & VIEW,,PALACE,AV,&,VIEW,,,,,,,
112X MONTREAL AV ,112X,MONTREAL,AV,,,,,,,,,
43X GOODHUE ST ,43X,GOODHUE,ST,,,,,,,,,
48X VICTORIA ST S,48X,VICTORIA,ST,,,S,,,,,,
79X ARMSTRONG AV ,79X,ARMSTRONG,AV,,,,,,,,,
20X MCBOAL ST ,20X,MCBOAL,ST,,,,,,,,,
24X GRAND AV ,24X,GRAND,AV,,,,,,,,,
81X PALACE AV ,81X,PALACE,AV,,,,,,,,,
108X MONTREAL AV ,108X,MONTREAL,AV,,,,,,,,,
25X 7 ST W,25X,7,ST,,,W,,,,,,
81X JUNO AV ,81X,JUNO,AV,,,,,,,,,
78X PALACE AV ,78X,PALACE,AV,,,,,,,,,
94X ELEANOR AV ,94X,ELEANOR,AV,,,,,,,,,
93X 7 ST W,93X,7,ST,,,W,,,,,,
81X PALACE AV ,81X,PALACE,AV,,,,,,,,,
63X 7 ST W,63X,7,ST,,,W,,,,,,
173X 7 ST W,173X,7,ST,,,W,,,,,,
103X WATSON AV ,103X,WATSON,AV,,,,,,,,,
36X SPRING ST ,36X,SPRING,ST,,,,,,,,,
82X JEFFERSON AV ,82X,JEFFERSON,AV,,,,,,,,,
7 ST W & STCLAIR,,,,,,,,,7 ST W & STCLAIR,,,
21X 7 ST W,21X,7,ST,,,W,,,,,,
33X SMITH AV N,33X,SMITH,AV,,,N,,,,,,
91X RANDOLPH AV ,91X,RANDOLPH,AV,,,,,,,,,
91X RANDOLPH AV ,91X,RANDOLPH,AV,,,,,,,,,
12X KELLOGG BD W,12X,KELLOGG,BD,,,W,,,,,,
87X TUSCARORA AV ,87X,TUSCARORA,AV,,,,,,,,,
23X SPRING ST ,23X,SPRING,ST,,,,,,,,,
86X ARMSTRONG AV ,86X,ARMSTRONG,AV,,,,,,,,,
44X MICHIGAN ST ,44X,MICHIGAN,ST,,,,,,,,,
9X WESTERN AV S,9X,WESTERN,AV,,,S,,,,,,
1X DOUGLAS ST ,1X,DOUGLAS,ST,,,,,,,,,
142X 7 ST W,142X,7,ST,,,W,,,,,,
60X PALACE AV ,60X,PALACE,AV,,,,,,,,,
188X 7 ST W,188X,7,ST,,,W,,,,,,
34X SMITH AV N,34X,SMITH,AV,,,N,,,,,,
67X 7 ST W,67X,7,ST,,,W,,,,,,
33X SMITH AV N,33X,SMITH,AV,,,N,,,,,,
36X SMITH AV N,36X,SMITH,AV,,,N,,,,,,
33X SMITH AV N,33X,SMITH,AV,,,N,,,,,,
183X IVANWAY ST ,183X,IVANWAY,ST,,,,,,,,,
42X STCLAIR AV ,42X,STCLAIR,AV,,,,,,,,,
81X PALACE AV ,81X,PALACE,AV,,,,,,,,,
33X SMITH AV N,33X,SMITH,AV,,,N,,,,,,
GRAND AV  & SMITH,,GRAND,AV,&,SMITH,,,,,,,
33X SMITH AV N,33X,SMITH,AV,,,N,,,,,,
86X RANDOLPH AV ,86X,RANDOLPH,AV,,,,,,,,,
CLIFF ST  & SMITH,,CLIFF,ST,&,SMITH,,,,,,,
7 ST W & RANDOLPH,,,,,,,,,7 ST W & RANDOLPH,,,
25X RICHMOND ST ,25X,RICHMOND,ST,,,,,,,,,
24X WESTERN AV S,24X,WESTERN,AV,,,S,,,,,,
112X 7 ST W,112X,7,ST,,,W,,,,,,
89X RANDOLPH AV ,89X,RANDOLPH,AV,,,,,,,,,
41X DUKE ST ,41X,DUKE,ST,,,,,,,,,
DUKE ST  & PALACE,,DUKE,ST,&,PALACE,,,,,,,
7 ST W & SMITH,,7,ST,&,SMITH,W,,,,,,
13X WESTERN AV S,13X,WESTERN,AV,,,S,,,,,,
7 ST W & EAGLE,,7,ST,&,EAGLE,W,,,,,,
49X VIEW ST ,49X,VIEW,ST,,,,,,,,,
74X VICTORIA ST S,74X,VICTORIA,ST,,,S,,,,,,
100X RANDOLPH AV ,100X,RANDOLPH,AV,,,,,,,,,
DUKE ST  & PALACE,,DUKE,ST,&,PALACE,,,,,,,
53X 7 ST W,53X,7,ST,,,W,,,,,,
81X STEWART AV ,81X,STEWART,AV,,,,,,,,,
24X 7 ST W,24X,7,ST,,,W,,,,,,
37X COLBORNE ST ,37X,COLBORNE,ST,,,,,,,,,
ERIE ST  & PALACE,,ERIE,ST,&,PALACE,,,,,,,
81X STEWART AV ,81X,STEWART,AV,,,,,,,,,
36X SMITH AV N,36X,SMITH,AV,,,N,,,,,,
72X ARMSTRONG AV ,72X,ARMSTRONG,AV,,,,,,,,,
GRAND AV  & SMITH,,GRAND,AV,&,SMITH,,,,,,,
28X HARRISON AV ,28X,HARRISON,AV,,,,,,,,,
85X JUNO AV ,85X,JUNO,AV,,,,,,,,,
74X KAY ST ,74X,KAY,ST,,,,,,,,,
82X JUNO AV ,82X,JUNO,AV,,,,,,,,,
76X PERLMAN ST ,76X,PERLMAN,ST,,,,,,,,,
30X EXCHANGE ST S,30X,EXCHANGE,ST,,,S,,,,,,
82X JEFFERSON AV ,82X,JEFFERSON,AV,,,,,,,,,
82X JUNO AV ,82X,JUNO,AV,,,,,,,,,
78X STEWART AV ,78X,STEWART,AV,,,,,,,,,
55X 7 ST W,55X,7,ST,,,W,,,,,,
95X OTTO AV ,95X,OTTO,AV,,,,,,,,,
16X WESTERN AV S,16X,WESTERN,AV,,,S,,,,,,
33X SMITH AV N,33X,SMITH,AV,,,N,,,,,,
44X MICHIGAN ST ,44X,MICHIGAN,ST,,,,,,,,,
99X PALACE AV ,99X,PALACE,AV,,,,,,,,,
44X MICHIGAN ST ,44X,MICHIGAN,ST,,,,,,,,,
28X BANFIL ST ,28X,BANFIL,ST,,,,,,,,,
82X JUNO AV ,82X,JUNO,AV,,,,,,,,,
61X CHATSWORTH ST S,61X,CHATSWORTH,ST,,,S,,,,,,
150X 7 ST W,150X,7,ST,,,W,,,,,,
87X JUNO AV ,87X,JUNO,AV,,,,,,,,,
12X KELLOGG BD W,12X,KELLOGG,BD,,,W,,,,,,
12X KELLOGG BD W,12X,KELLOGG,BD,,,W,,,,,,
12X KELLOGG BD W,12X,KELLOGG,BD,,,W,,,,,,
3XX SMITH AV N,3XX,SMITH,AV,,,N,,,,,,
26X HARRISON AV ,26X,HARRISON,AV,,,,,,,,,
59X RANDOLPH AV ,59X,RANDOLPH,AV,,,,,,,,,
40X MILTON ST S,40X,MILTON,ST,,,S,,,,,,
7 ST W & ARMSTRONG,,7,ST,&,ARMSTRONG,W,,,,,,
81X ARMSTRONG AV ,81X,ARMSTRONG,AV,,,,,,,,,
33X SMITH AV N,33X,SMITH,AV,,,N,,,,,,
173X 7 ST W,173X,7,ST,,,W,,,,,,
45X CHATSWORTH ST S,45X,CHATSWORTH,ST,,,S,,,,,,
39X PLEASANT AV ,39X,PLEASANT,AV,,,,,,,,,
74X VICTORIA ST S,74X,VICTORIA,ST,,,S,,,,,,
5X RANDOLPH AV ,5X,RANDOLPH,AV,,,,,,,,,
94X 7 ST W,94X,7,ST,,,W,,,,,,
64X JEFFERSON AV ,64X,JEFFERSON,AV,,,,,,,,,
17X 7 ST W,17X,7,ST,,,W,,,,,,
24X 7 ST W,24X,7,ST,,,W,,,,,,
